GPS Time, Device Time, Longitude, Latitude,GPS Speed(km/h), Horizontal Dilution of Precision, Altitude(m), Bearing, Gravity X(G), Gravity Y(G), Gravity Z(G),
Sat Aug 03 15:05:01 GMT-05:00 2024,03-ago-2024 15:05:01.754,-74.10497389733791,4.60517811588943,1.151999943733216,4.5,2586.0,313.29998779296875,0.03,-1.02,-0.16,
Sat Aug 03 15:05:02 GMT-05:00 2024,03-ago-2024 15:05:02.755,-74.10496694035828,4.605176313780248,0.39599998736381536,5.0,2586.0,313.29998779296875,-0.17,-1.03,-0.21,
Sat Aug 03 15:05:03 GMT-05:00 2024,03-ago-2024 15:05:03.756,-74.1049728076905,4.605181175284088,2.1599998140335117,4.5,2586.0,313.29998779296875,-0.33,-0.94,-0.09,
Sat Aug 03 15:05:04 GMT-05:00 2024,03-ago-2024 15:05:04.755,-74.10497741773725,4.605187545530498,2.0879998846054093,4.5,2586.0,313.29998779296875,-0.35,-0.91,-0.09,
Sat Aug 03 15:05:05 GMT-05:00 2024,03-ago-2024 15:05:05.755,-74.10498395562172,4.605191904120147,1.727999915599824,4.0,2586.0,313.29998779296875,0.07,-0.83,-0.81,
Sat Aug 03 15:05:06 GMT-05:00 2024,03-ago-2024 15:05:06.756,-74.10498932003975,4.605194251053035,2.7359998931884775,4.0,2587.0,313.29998779296875,-0.42,-0.91,0.0,
Sat Aug 03 15:05:07 GMT-05:00 2024,03-ago-2024 15:05:07.757,-74.10499619320035,4.605185072869062,3.3479999370574944,4.0,2587.0,313.29998779296875,-0.5,-1.04,-0.14,
Sat Aug 03 15:05:08 GMT-05:00 2024,03-ago-2024 15:05:08.758,-74.1050023958087,4.605183815583587,1.9079998464584378,4.0,2587.0,215.8000030517578,-0.49,-0.97,-0.16,
Sat Aug 03 15:05:09 GMT-05:00 2024,03-ago-2024 15:05:09.759,-74.10499946214259,4.605173715390265,5.183999639511114,4.0,2587.0,208.39999389648438,-0.34,-0.8,-0.86,
Sat Aug 03 15:05:10 GMT-05:00 2024,03-ago-2024 15:05:10.760,-74.10499610938132,4.605157915502787,7.379999632835393,4.5,2587.0,198.8000030517578,-0.48,0.41,-0.86,
Sat Aug 03 15:05:11 GMT-05:00 2024,03-ago-2024 15:05:11.760,-74.10499862395227,4.60514291189611,5.723999539375313,4.5,2587.0,205.0,-0.62,0.18,-0.87,
Sat Aug 03 15:05:12 GMT-05:00 2024,03-ago-2024 15:05:12.759,-74.10499669611454,4.605143624357879,3.203999863624574,5.5,2586.0,204.89999389648438,-0.59,0.11,-0.87,
Sat Aug 03 15:05:13 GMT-05:00 2024,03-ago-2024 15:05:13.761,-74.10497691482306,4.605147773399949,3.455999831199648,6.0,2586.0,204.89999389648438,-0.62,0.12,-0.87,
Sat Aug 03 15:05:14 GMT-05:00 2024,03-ago-2024 15:05:14.761,-74.10495855845511,4.6051464742049575,5.687999574661262,6.0,2585.0,140.5,-0.51,0.1,-0.91,
Sat Aug 03 15:05:15 GMT-05:00 2024,03-ago-2024 15:05:15.761,-74.10494757816195,4.605149659328163,4.067999875068665,5.5,2585.0,116.69999694824219,-0.51,0.19,-0.88,
