GPS Time, Device Time, Longitude, Latitude,GPS Speed(km/h), Horizontal Dilution of Precision, Altitude(m), Bearing, Gravity X(G), Gravity Y(G), Gravity Z(G),
Sun Dec 29 16:18:39 GMT-05:00 2024,29-dic-2024 16:18:40.601,-72.92446983978152,4.607421490363777,34.451997988700896,3.0,289.0,147.8000030517578,-0.11,0.83,0.7,
Sun Dec 29 16:18:40 GMT-05:00 2024,29-dic-2024 16:18:41.602,-72.92443061247468,4.60734911262989,33.192000082015966,3.0,289.0,152.39999389648438,0.11,1.02,0.6,
Sun Dec 29 16:18:41 GMT-05:00 2024,29-dic-2024 16:18:42.602,-72.92439088225365,4.607272921130061,34.451997988700896,3.0,289.0,153.8000030517578,-0.03,0.91,0.25,
Sun Dec 29 16:18:42 GMT-05:00 2024,29-dic-2024 16:18:43.601,-72.92435416951776,4.607189730741084,37.54799667072302,3.0,288.0,155.8000030517578,0.23,0.89,0.28,
Sun Dec 29 16:18:43 GMT-05:00 2024,29-dic-2024 16:18:44.603,-72.92431636713445,4.6071011340245605,36.971997235298204,2.5,288.0,158.8000030517578,0.06,0.91,0.26,
Sun Dec 29 16:18:44 GMT-05:00 2024,29-dic-2024 16:18:45.602,-72.92427990585566,4.607013668864965,36.46799944591521,2.5,288.0,161.3000030517578,0.12,0.91,0.26,
Sun Dec 29 16:18:45 GMT-05:00 2024,29-dic-2024 16:18:46.602,-72.9242533352226,4.606920965015888,35.67599850559236,2.5,287.0,163.60000610351562,0.07,0.87,0.29,
Sun Dec 29 16:18:46 GMT-05:00 2024,29-dic-2024 16:18:47.603,-72.92423003353179,4.606831278651953,34.70399688339239,2.5,287.0,164.0,0.08,0.91,0.26,
Sun Dec 29 16:18:47 GMT-05:00 2024,29-dic-2024 16:18:48.603,-72.9242086596787,4.60674368776381,35.38799878787995,2.5,287.0,165.5,0.04,0.9,0.3,
Sun Dec 29 16:18:48 GMT-05:00 2024,29-dic-2024 16:18:49.605,-72.92419156059623,4.606650942005217,35.74799671840674,2.5,287.0,170.39999389648438,0.02,0.9,0.3,
Sun Dec 29 16:18:49 GMT-05:00 2024,29-dic-2024 16:18:50.606,-72.92418234050274,4.606558321975172,35.96399822330477,2.5,288.0,172.60000610351562,0.06,0.88,0.39,
Sun Dec 29 16:18:50 GMT-05:00 2024,29-dic-2024 16:18:51.607,-72.9241737909615,4.606469892896712,34.09199662494666,2.5,288.0,174.39999389648438,0.06,0.86,0.42,
Sun Dec 29 16:18:51 GMT-05:00 2024,29-dic-2024 16:18:52.607,-72.92416842654347,4.606393156573176,27.899999260902405,2.5,288.0,178.3000030517578,0.03,0.85,0.39,
Sun Dec 29 16:18:52 GMT-05:00 2024,29-dic-2024 16:18:53.606,-72.92417177930474,4.606330627575517,22.53599851036074,2.5,288.0,180.10000610351562,0.04,0.84,0.4,
Sun Dec 29 16:18:53 GMT-05:00 2024,29-dic-2024 16:18:54.607,-72.9241753835231,4.606281383894384,18.107998558998133,2.5,288.0,182.6999969482422,0.0,0.89,0.3,
Sun Dec 29 16:18:54 GMT-05:00 2024,29-dic-2024 16:18:55.606,-72.92417865246534,4.606239809654653,15.371999524116518,2.5,288.0,182.0,0.07,0.91,0.36,
Sun Dec 29 16:18:55 GMT-05:00 2024,29-dic-2024 16:18:56.608,-72.92418166995049,4.606201630085707,15.623998418808014,2.5,289.0,180.10000610351562,0.04,0.87,0.28,
Sun Dec 29 16:18:56 GMT-05:00 2024,29-dic-2024 16:18:57.609,-72.92418200522661,4.606161899864674,16.703999076843274,2.5,289.0,182.6999969482422,0.01,0.95,0.19,
Sun Dec 29 16:18:57 GMT-05:00 2024,29-dic-2024 16:18:58.606,-72.92419139295816,4.606116008944809,18.719998817443866,2.5,289.0,185.39999389648438,0.01,0.94,0.18,
Sun Dec 29 16:18:58 GMT-05:00 2024,29-dic-2024 16:18:59.607,-72.9241949133575,4.606064334511757,20.879998416900662,2.5,288.0,185.1999969482422,0.01,0.95,0.2,
Sun Dec 29 16:18:59 GMT-05:00 2024,29-dic-2024 16:19:00.609,-72.92420212179422,4.606004529632628,25.81199959087371,2.5,288.0,189.60000610351562,0.0,0.94,0.19,
Sun Dec 29 16:19:00 GMT-05:00 2024,29-dic-2024 16:19:01.610,-72.92421326972544,4.605932864360511,29.339997849464453,2.5,288.0,189.89999389648438,-0.01,0.97,0.34,
Sun Dec 29 16:19:01 GMT-05:00 2024,29-dic-2024 16:19:02.607,-72.92422735132277,4.605850679799914,34.163998270988486,2.5,288.0,189.0,0.01,0.92,0.22,
Sun Dec 29 16:19:02 GMT-05:00 2024,29-dic-2024 16:19:03.607,-72.92424260638654,4.605764136649668,34.9919966011048,2.5,288.0,190.39999389648438,0.02,0.93,0.28,
Sun Dec 29 16:19:03 GMT-05:00 2024,29-dic-2024 16:19:04.607,-72.92426029220223,4.605674408376217,36.75599916362762,2.5,288.0,191.60000610351562,0.03,0.93,0.27,
Sun Dec 29 16:19:04 GMT-05:00 2024,29-dic-2024 16:19:05.608,-72.92428258806467,4.605582081712782,37.33199859905244,2.5,288.0,191.89999389648438,0.02,0.91,0.27,
Sun Dec 29 16:19:05 GMT-05:00 2024,29-dic-2024 16:19:06.608,-72.92430362664163,4.605489503592253,37.54799667072302,2.5,288.0,192.6999969482422,0.02,0.93,0.27,
Sun Dec 29 16:19:06 GMT-05:00 2024,29-dic-2024 16:19:07.608,-72.92432491667569,4.605393153615296,40.17599838638307,2.5,288.0,192.3000030517578,0.02,0.92,0.28,
Sun Dec 29 16:19:07 GMT-05:00 2024,29-dic-2024 16:19:08.610,-72.92434696108103,4.605292822234333,40.85999685764318,2.5,288.0,193.39999389648438,0.0,0.89,0.28,
Sun Dec 29 16:19:08 GMT-05:00 2024,29-dic-2024 16:19:09.608,-72.92437076568604,4.6051932871341705,40.895997680664095,2.5,287.0,193.89999389648438,0.01,0.92,0.29,
Sun Dec 29 16:19:09 GMT-05:00 2024,29-dic-2024 16:19:10.610,-72.92439448647201,4.605093919672072,40.67999960899351,2.5,287.0,193.6999969482422,-0.01,0.89,0.28,
Sun Dec 29 16:19:10 GMT-05:00 2024,29-dic-2024 16:19:11.611,-72.92442005127668,4.604994552209973,40.46399810409548,2.5,287.0,193.0,0.0,0.9,0.3,
Sun Dec 29 16:19:11 GMT-05:00 2024,29-dic-2024 16:19:12.610,-72.92444754391909,4.604895813390613,41.0399975395203,2.5,288.0,193.3000030517578,0.03,0.93,0.34,
