GPS Time, Device Time, Longitude, Latitude,GPS Speed(km/h), Horizontal Dilution of Precision, Altitude(m), Bearing, Gravity X(G), Gravity Y(G), Gravity Z(G),
Sat Dec 28 09:56:30 GMT-05:00 2024,28-dic-2024 09:56:30.516,-73.61472073942423,4.177287868224084,51.047996313095155,2.5,430.0,44.900001525878906,0.07,0.9,0.3,
Sat Dec 28 09:56:31 GMT-05:00 2024,28-dic-2024 09:56:32.516,-73.61463013105094,4.1773761715739965,50.39999866485596,2.5,430.0,44.20000076293945,0.05,0.9,0.27,
Sat Dec 28 09:56:32 GMT-05:00 2024,28-dic-2024 09:56:33.517,-73.61454203724861,4.177465187385678,50.11199894714355,2.5,430.0,44.29999923706055,0.08,0.9,0.29,
Sat Dec 28 09:56:33 GMT-05:00 2024,28-dic-2024 09:56:34.517,-73.61445310525596,4.17755470611155,51.19199617195136,2.5,430.0,44.5,0.08,0.9,0.3,
Sat Dec 28 09:56:34 GMT-05:00 2024,28-dic-2024 09:56:35.517,-73.61436618492007,4.177646194584668,50.25599880599975,2.5,430.0,44.0,0.07,0.91,0.26,
Sat Dec 28 09:56:35 GMT-05:00 2024,28-dic-2024 09:56:36.516,-73.61427415162325,4.17773500084877,50.363997841835044,2.5,430.0,44.79999923706055,0.09,0.88,0.33,
Sat Dec 28 09:56:36 GMT-05:00 2024,28-dic-2024 09:56:37.516,-73.61418454907835,4.177823178470135,48.85199760723117,2.5,430.0,45.599998474121094,0.1,0.86,0.38,
Sat Dec 28 09:56:37 GMT-05:00 2024,28-dic-2024 09:56:38.517,-73.61409461125731,4.17790892533958,48.45599885368347,2.5,430.0,45.599998474121094,0.09,0.88,0.32,
Sat Dec 28 09:56:38 GMT-05:00 2024,28-dic-2024 09:56:39.516,-73.6140121333301,4.177991361357272,46.72799711418156,2.5,430.0,46.70000076293945,0.08,0.86,0.35,
Sat Dec 28 09:56:40 GMT-05:00 2024,28-dic-2024 09:56:40.516,-73.61386427655816,4.178141942247748,39.815997022628835,2.5,429.0,43.900001525878906,0.05,0.89,0.31,
